,연월,연도,월,시도,고용률
2531,2012_12,2012,12,제주특별자치도,67.8
2532,2013_01,2013,1,제주특별자치도,66.2
2533,2013_02,2013,2,제주특별자치도,64.3
2534,2013_03,2013,3,제주특별자치도,64.7
2535,2013_04,2013,4,제주특별자치도,66.2
2536,2013_05,2013,5,제주특별자치도,67.6
2537,2013_06,2013,6,제주특별자치도,67.0
2538,2013_07,2013,7,제주특별자치도,66.6
2539,2013_08,2013,8,제주특별자치도,65.4
2540,2013_09,2013,9,제주특별자치도,66.5
2541,2013_10,2013,10,제주특별자치도,67.3
2542,2013_11,2013,11,제주특별자치도,67.1
2543,2013_12,2013,12,제주특별자치도,68.2
2544,2014_01,2014,1,제주특별자치도,67.5
2545,2014_02,2014,2,제주특별자치도,66.9
2546,2014_03,2014,3,제주특별자치도,67.6
2547,2014_04,2014,4,제주특별자치도,67.3
2548,2014_05,2014,5,제주특별자치도,67.2
2549,2014_06,2014,6,제주특별자치도,66.4
2550,2014_07,2014,7,제주특별자치도,66.7
2551,2014_08,2014,8,제주특별자치도,66.1
2552,2014_09,2014,9,제주특별자치도,67.2
2553,2014_10,2014,10,제주특별자치도,68.1
2554,2014_11,2014,11,제주특별자치도,68.1
2555,2014_12,2014,12,제주특별자치도,67.9
2556,2015_01,2015,1,제주특별자치도,68.0
2557,2015_02,2015,2,제주특별자치도,66.6
2558,2015_03,2015,3,제주특별자치도,66.4
2559,2015_04,2015,4,제주특별자치도,66.8
2560,2015_05,2015,5,제주특별자치도,68.6
2561,2015_06,2015,6,제주특별자치도,68.7
2562,2015_07,2015,7,제주특별자치도,68.8
2563,2015_08,2015,8,제주특별자치도,69.1
2564,2015_09,2015,9,제주특별자치도,69.4
2565,2015_10,2015,10,제주특별자치도,70.2
2566,2015_11,2015,11,제주특별자치도,70.2
2567,2015_12,2015,12,제주특별자치도,69.6
2568,2016_01,2016,1,제주특별자치도,68.3
2569,2016_02,2016,2,제주특별자치도,68.2
2570,2016_03,2016,3,제주특별자치도,67.9
2571,2016_04,2016,4,제주특별자치도,68.6
2572,2016_05,2016,5,제주특별자치도,69.3
2573,2016_06,2016,6,제주특별자치도,68.5
2574,2016_07,2016,7,제주특별자치도,68.2
2575,2016_08,2016,8,제주특별자치도,69.8
2576,2016_09,2016,9,제주특별자치도,70.0
2577,2016_10,2016,10,제주특별자치도,70.5
2578,2016_11,2016,11,제주특별자치도,71.2
2579,2016_12,2016,12,제주특별자치도,70.4
2580,2017_01,2017,1,제주특별자치도,69.8
2581,2017_02,2017,2,제주특별자치도,70.0
2582,2017_03,2017,3,제주특별자치도,71.0
2583,2017_04,2017,4,제주특별자치도,71.4
2584,2017_05,2017,5,제주특별자치도,71.6
2585,2017_06,2017,6,제주특별자치도,71.1
2586,2017_07,2017,7,제주특별자치도,71.9
2587,2017_08,2017,8,제주특별자치도,70.7
2588,2017_09,2017,9,제주특별자치도,70.6
2589,2017_10,2017,10,제주특별자치도,70.2
2590,2017_11,2017,11,제주특별자치도,71.8
2591,2017_12,2017,12,제주특별자치도,70.7
2592,2018_01,2018,1,제주특별자치도,68.8
2593,2018_02,2018,2,제주특별자치도,67.3
2594,2018_03,2018,3,제주특별자치도,68.6
2595,2018_04,2018,4,제주특별자치도,68.5
2596,2018_05,2018,5,제주특별자치도,68.6
2597,2018_06,2018,6,제주특별자치도,68.4
2598,2018_07,2018,7,제주특별자치도,68.2
2599,2018_08,2018,8,제주특별자치도,68.1
2600,2018_09,2018,9,제주특별자치도,68.2
2601,2018_10,2018,10,제주특별자치도,68.3
2602,2018_11,2018,11,제주특별자치도,69.6
2603,2018_12,2018,12,제주특별자치도,68.6
2604,2019_01,2019,1,제주특별자치도,67.8
2605,2019_02,2019,2,제주특별자치도,67.9
2606,2019_03,2019,3,제주특별자치도,67.5
2607,2019_04,2019,4,제주특별자치도,68.1
2608,2019_05,2019,5,제주특별자치도,68.6
2609,2019_06,2019,6,제주특별자치도,68.7
2610,2019_07,2019,7,제주특별자치도,67.5
2611,2019_08,2019,8,제주특별자치도,68.6
2612,2019_09,2019,9,제주특별자치도,68.2
2613,2019_10,2019,10,제주특별자치도,69.3
2614,2019_11,2019,11,제주특별자치도,69.3
2615,2019_12,2019,12,제주특별자치도,69.3
2616,2020_01,2020,1,제주특별자치도,69.2
2617,2020_02,2020,2,제주특별자치도,67.6
2618,2020_03,2020,3,제주특별자치도,65.8
2619,2020_04,2020,4,제주특별자치도,65.8
2620,2020_05,2020,5,제주특별자치도,66.4
2621,2020_06,2020,6,제주특별자치도,65.6
2622,2020_07,2020,7,제주특별자치도,66.8
2623,2020_08,2020,8,제주특별자치도,67.2
2624,2020_09,2020,9,제주특별자치도,67.5
2625,2020_10,2020,10,제주특별자치도,67.5
2626,2020_11,2020,11,제주특별자치도,69.2
2627,2020_12,2020,12,제주특별자치도,67.1
2628,2021_01,2021,1,제주특별자치도,64.6
2629,2021_02,2021,2,제주특별자치도,66.5
2630,2021_03,2021,3,제주특별자치도,67.7
2631,2021_04,2021,4,제주특별자치도,68.7
2632,2021_05,2021,5,제주특별자치도,68.2
2633,2021_06,2021,6,제주특별자치도,68.1
2634,2021_07,2021,7,제주특별자치도,66.9
2635,2021_08,2021,8,제주특별자치도,67.0
2636,2021_09,2021,9,제주특별자치도,66.5
2637,2021_10,2021,10,제주특별자치도,67.7
2638,2021_11,2021,11,제주특별자치도,68.9
2639,2021_12,2021,12,제주특별자치도,68.1
2640,2022_01,2022,1,제주특별자치도,68.1
2641,2022_02,2022,2,제주특별자치도,68.5
2642,2022_03,2022,3,제주특별자치도,69.4
2643,2022_04,2022,4,제주특별자치도,68.5
2644,2022_05,2022,5,제주특별자치도,68.9
2645,2022_06,2022,6,제주특별자치도,70.0
2646,2022_07,2022,7,제주특별자치도,69.8
2647,2022_08,2022,8,제주특별자치도,70.3
2648,2022_09,2022,9,제주특별자치도,70.5
2649,2022_10,2022,10,제주특별자치도,72.2
2650,2022_11,2022,11,제주특별자치도,72.1
2651,2022_12,2022,12,제주특별자치도,70.7
